entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
8850	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Intermediate	"Cd44, Met, Nrp2, Kcnj13"	Intermediate	Tissue	Stria vascularis	31920542	Frontiers in Molecular Neuroscience	Single Cell and Single Nucleus RNA-Seq Reveal Cellular Heterogeneity and Homeostatic Regulatory Networks in Adult Mouse Stria Vascularis	GSE136196
8851	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Marginal	"Kcne1, Kcnq1, Abcg1, Heyl"	Marginal	Tissue	Stria vascularis	31920542	Frontiers in Molecular Neuroscience	Single Cell and Single Nucleus RNA-Seq Reveal Cellular Heterogeneity and Homeostatic Regulatory Networks in Adult Mouse Stria Vascularis	GSE136196
8852	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spindle	"Slc26a4, P2rx2, Kcnj16"	Spindle	Tissue	Stria vascularis	31920542	Frontiers in Molecular Neuroscience	Single Cell and Single Nucleus RNA-Seq Reveal Cellular Heterogeneity and Homeostatic Regulatory Networks in Adult Mouse Stria Vascularis	GSE136196
8853	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Basal cells	"CLDN11, ZO-1, Sox8, Nr2f2"	Basal cells	Tissue	Stria vascularis	31920542	Frontiers in Molecular Neuroscience	Single Cell and Single Nucleus RNA-Seq Reveal Cellular Heterogeneity and Homeostatic Regulatory Networks in Adult Mouse Stria Vascularis	GSE136196
8854	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ciliated ependymal	Hydin	Ciliated ependymal	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8855	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dspn	"Drd1, Lingo2"	Dspn	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8856	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fxop2_olfm3 neuron	"Fxop2, Olfm3"	Fxop2_olfm3 neuron	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8857	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ispn	Drd2	Ispn	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8858	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuroblasts	Dcx	Migrating neuroblast	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8859	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mural cells	Pdgfrb	Mural cells	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8860	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Opcs	NG2	Opcs	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8861	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Pv_th interneuron	"Hs3st2, Cntnap4"	Pv_th interneuron	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8862	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Secretory cells	Ttr	Secretory ependymal	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8863	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Sst_npy interneuron	Nos1	Sst_npy interneuron	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8864	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Cycling cells	Top2a	Cycling cells	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8865	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Astrocytes	Gfap	Astrocytes	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8866	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	Slc2a1	Endothelial cells	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8867	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	Csf1r	Microglia cells	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8868	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	NA	Neurons	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8869	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	Mog	Oligodendrocytes	Tissue	Striatal	32681824	Neuron	Cell Type-Specific Transcriptomics Reveals that Mutant Huntingtin Leads to Mitochondrial RNA Release and Neuronal Innate Immune Activation	GSE152058
8870	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Acinar cells	"Bhlha15, Aqp5"	Acinar cells	Tissue	Submandibular glands	30232460	Sci Rep	Genetic and scRNA-seq Analysis Reveals Distinct Cell Populations that Contribute to Salivary Gland Development and Maintenance.	GSE113466
8871	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Basal cells	"Trp63, Krt5, Krt14"	Basal cells	Tissue	Submandibular glands	30232460	Sci Rep	Genetic and scRNA-seq Analysis Reveals Distinct Cell Populations that Contribute to Salivary Gland Development and Maintenance.	GSE113466
8872	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ductal cells	"Krt7, Krt8"	Ductal cells	Tissue	Submandibular glands	30232460	Sci Rep	Genetic and scRNA-seq Analysis Reveals Distinct Cell Populations that Contribute to Salivary Gland Development and Maintenance.	GSE113466
8873	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ductal cells	"Krt7, Krt8, Krt18"	C5 subtype	Tissue	Submandibular glands	30232460	Sci Rep	Genetic and scRNA-seq Analysis Reveals Distinct Cell Populations that Contribute to Salivary Gland Development and Maintenance.	GSE113466
8874	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Cell cycling cells	"Cdk1, Cenpa, Top2a"	Cell cycling cells	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8875	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Chondrocytes	"Sox6, Cd14, Chad, Chadl, Cilp, Clu, Sox9, Matn3"	Chondrocytes	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8876	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Erythrocytes	"H2-Aa, H2-Ab1"	Erythrocytes	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8877	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"Pdpn, Fap, Thy1, Sfrp2, Col11a1, Mfap4"	Fibroblasts 1	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8878	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"Pdpn, Fap, Thy1, Tnfaip6, Inhba, Prg4"	Fibroblasts 2	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8879	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"Pdpn, Fap, Thy1, Apod, Clec3b, Cd34"	Fibroblasts 3	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8880	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"Pdpn, Fap, Thy1, Top2a, Hmgb2, Cdk1"	Fibroblasts 4	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8881	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"Pdpn, Fap, Thy1, Clic5, Col22a1, Tspan15"	Fibroblasts 5	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8882	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Muscle cells	"Actn3, Tnnt3, Aldoa"	Muscle cells	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8883	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Osteoblasts	"Alpl, Bglap, Bglap2, Omd, Runx2, Sp7, Ostn"	Osteoblasts	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8884	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Pericytes	"Acta2, Notch3, Rgs5"	Pericytes	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8885	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Vascular cells	"Cdh5, Emcn, Pecam1"	Vascular cells	Tissue	Synovium	31142839	Nature	Distinct fibroblast subsets drive inflammation and damage in arthritis	GSE129087
8886	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Tenocytes	"Scx, Fmod, Col11a1, Col1a1, Tnmd"	Tenocytes	Tissue	Tendon	31961320	eLife	Tgfbeta signaling is critical for maintenance of the tendon cell fate	GSE139558
8887	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	"HIF1a, VEGFA"	Endothelial progenitors	Cell line	Tendon	33293508	Bone Res	Mesenchymal VEGFA induces aberrant differentiation in heterotopic ossification	GSE126060
8888	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	"CD31, Tie2, CD34, CD133"	Endothelial progenitors	Cell line	Tendon	33293508	Bone Res	Mesenchymal VEGFA induces aberrant differentiation in heterotopic ossification	GSE126060
8889	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Condensing spermatids	"Tnp2, Tnp1, Hspa1l, Prm1"	Condensing spermatids	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8890	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Meioc, Prdm3, Top2a, Smc3"	Early spermatocytes	Tissue	Testicle	30893341	PLoS Genet	Dynamic transcriptome profiles within spermatogonial and spermatocyte populations during postnatal testis maturation revealed by single-cell sequencing.	GSE121904
8891	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Elongating spermatids	Dyrk4	Elongating spermatids	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8892	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Elongating spermatids	Tnp1	Elongating spermatids	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8893	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Elongating spermatids	"Prm3, Izumo3, Tssk6"	Elongating spermatids	Tissue	Testicle	30893341	PLoS Genet	Dynamic transcriptome profiles within spermatogonial and spermatocyte populations during postnatal testis maturation revealed by single-cell sequencing.	GSE121904
8894	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germline pluripotency cells	"Dppa3, Nanog, Sox2"	Germline pluripotency cells	Tissue	Testicle	31243281	Nat Commun	Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage	GSE124904
8895	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Myoid cells	Myh11	Myoid cells	Tissue	Testicle	31582414	Development	CDK2 kinase activity is a regulator of male germ cell fate.	GSE130554
8896	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Peritubular	Vcam1	Peritubular	Tissue	Testicle	31582414	Development	CDK2 kinase activity is a regulator of male germ cell fate.	GSE130554
8897	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Myoid cells	"PTM, Acta2"	Peritubular myoid cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8898	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Postnatal ssc	"Etv5, Id4, Lhx1, Nanos2, Ret"	Postnatal ssc	Tissue	Testicle	31243281	Nat Commun	Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage	GSE124904
8899	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatids	Tex21	Round spermatids	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8900	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatids	"Acrv1, Izumo1, Catsper3, Catsper4"	Round spermatids	Tissue	Testicle	30893341	PLoS Genet	Dynamic transcriptome profiles within spermatogonial and spermatocyte populations during postnatal testis maturation revealed by single-cell sequencing.	GSE121904
8901	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	Piwil1	Spermatocytes	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8902	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Sycp1, Sycp2, Sycp3, H2afx"	Spermatocytes	Tissue	Testicle	30893341	PLoS Genet	Dynamic transcriptome profiles within spermatogonial and spermatocyte populations during postnatal testis maturation revealed by single-cell sequencing.	GSE121904
8903	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Tdrd1, Piwil2, Meioc, Hormad1, Gpat2"	Spermatocytes 1	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8904	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Prss43, Prss42"	Spermatocytes 2	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8905	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Esx1, Dazl, Crabp1"	Spermatogonia	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8906	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	Dmrt1	Spermatogonia	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8907	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	NA	Spermatogonia	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8908	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Zbtb16, Sall4, Sohlh1, Dmrt1"	Spermatogonia	Tissue	Testicle	30893341	PLoS Genet	Dynamic transcriptome profiles within spermatogonial and spermatocyte populations during postnatal testis maturation revealed by single-cell sequencing.	GSE121904
8909	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spermatocytes	"Id4, Gfra1, Lhx1, Egr2, Etv5, Nanos2, Ret, Eomes"	Spermatogonial stem cell	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8910	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Terminal differentiation cells	"Kit, Stra8"	Terminal differentiation cells	Tissue	Testicle	31243281	Nat Commun	Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage	GSE124904
8911	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionated testicular cells	Dazl	Germ cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130593
8912	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionated testicular cells	Amh	Sertoli Cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130594
8913	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionated testicular cells	Pecam1	Endothelial cellss	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130598
8914	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionated testicular cells	Cd68	Macrophage	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130599
8915	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionated testicular cells	Cnmd	Innate lymphocyte	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130600
8916	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Cyp11a1	Leydig Cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130595
8917	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Acta2	Pertubular myoids	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130596
8918	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Igf1	Stromal cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130597
8919	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Dazl	Germ cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130593
8920	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Amh	Sertoli Cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130594
8921	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Cyp11a1	Leydig Cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130595
8922	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Acta2	Pertubular myoids	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130596
8923	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Igf1	Stromal cells	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130597
8924	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Pecam1	Endothelial cellss	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130598
8925	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Cd68	Macrophage	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130599
8926	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unfractionatedtesticular cells	Cnmd	Innate lymphocyte	Tissue	Testicle	31964773	Development	Single-cell RNAseq analysis of testicular germ and somatic cell development during the perinatal period	GSE130600
8927	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Progenitor cells	"Dnmt3a, Dnmt3b, Sohlh1, Sox3"	Differentiating cell progenitors	Tissue	Testicle	31243281	Nat Commun	Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage	GSE124904
8928	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	Tm4sf1	Vascular endothelial cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8929	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	"Dazl, Id4, Rhox10, Sohlh1"	Germ cells	Organoids	Testicle	31023878	Development	Differential RA responsiveness directs formation of functionally distinct spermatogonial populations at the initiation of spermatogenesis in the Mouse	NA
8930	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	MVH	Germ cells	Tissue	Testicle	31582414	Development	CDK2 kinase activity is a regulator of male germ cell fate.	GSE130554
8931	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	"Uba1, Pgk1, Zbtb16"	Leydig cells	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8932	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	Fabp3	Leydig cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8933	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	NA	Leydig cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8934	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	NA	Leydig cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8935	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	Cyp11a1	Leydig cells	Tissue	Testicle	31582414	Development	CDK2 kinase activity is a regulator of male germ cell fate.	GSE130554
8936	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	Cd14	Testicular macrophages	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8937	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"CD79A, CD79B, STK31, DAZL, ID4, NOC4L, PTRHD1"	Spermatogonia	Tissue	Testicle	32194870	Theranostics	Alginate oligosaccharides improve germ cell development and testicular microenvironment to rescue busulfan disrupted spermatogenesis	GSE131629
8938	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"CD79A, CD79B, SYCP1, SYCP3, REC8, SPO11"	Spermatocytes	Tissue	Testicle	32194870	Theranostics	Alginate oligosaccharides improve germ cell development and testicular microenvironment to rescue busulfan disrupted spermatogenesis	GSE131629
8939	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"CD79A, CD79B, PRM1, PRM23, TNP1, TNP2"	Haploid spermatids	Tissue	Testicle	32194870	Theranostics	Alginate oligosaccharides improve germ cell development and testicular microenvironment to rescue busulfan disrupted spermatogenesis	GSE131629
8940	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"CD79A, CD79B, HSD3B1, STAR, INSL3"	Leydig cells	Tissue	Testicle	32194870	Theranostics	Alginate oligosaccharides improve germ cell development and testicular microenvironment to rescue busulfan disrupted spermatogenesis	GSE131629
8941	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"CD79A, CD79B, SOX9"	Sertoli cells	Tissue	Testicle	32194870	Theranostics	Alginate oligosaccharides improve germ cell development and testicular microenvironment to rescue busulfan disrupted spermatogenesis	GSE131629
8942	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Progenitor cells	"Neurog3, Sox3"	Progenitor cells	Tissue	Testicle	31243281	Nat Commun	Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage	GSE124904
8943	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Sertoli cells	Tex19.2	Sertoli cells	Tissue	Testicle	29695820	Sci Rep	Characterization of germ cell differentiation in the male Mouse through single-cell RNA sequencing	NA
8944	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Sertoli cells	Cldn11	Sertoli cells	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8945	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Sertoli cells	Wt1	Sertoli cells	Tissue	Testicle	31582414	Development	CDK2 kinase activity is a regulator of male germ cell fate.	GSE130554
8946	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Progenitor cells	"Neurog3, Rarg, Nanos3, Lin28a, Upp1"	Spermatogonial progenitor	Tissue	Testicle	30890697	Nat Commun	Staged developmental mapping and X chromosome transcriptional dynamics during Mouse spermatogenesis	NA
8947	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer T (NKT) cells	"Itm2a, Sox4, Egr2"	Invariant nkt (inkt) precursors	Tissue	Thymic	33288744	Nat Commun	Thymic iNKT single cell analyses unmask the common developmental program of Mouse innate T cells	"GSE152786, GSE160518"
8948	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer T (NKT) cells	"Rorc, Ccr6, Zbtb16"	INKT17 cells	Tissue	Thymic	33288744	Nat Commun	Thymic iNKT single cell analyses unmask the common developmental program of Mouse innate T cells	"GSE152786, GSE160518"
8949	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer T (NKT) cells	"Il2rb, Tbx21, Ifng"	INKT1 cells	Tissue	Thymic	33288744	Nat Commun	Thymic iNKT single cell analyses unmask the common developmental program of Mouse innate T cells	"GSE152786, GSE160518"
