entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
5098	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	Mrc1	Perivascular macrophages	Tissue	Brain	32795415	Cell	Ubiquitin Ligase COP1 Suppresses Neuroinflammation by Degrading c/EBPbeta in Microglia.	GSE145454
5099	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	"Top2a, Mki67"	Proliferating microglia	Tissue	Brain	32795415	Cell	Ubiquitin Ligase COP1 Suppresses Neuroinflammation by Degrading c/EBPbeta in Microglia.	GSE145454
5100	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Myeloid cells	"S100a6, Msrb1"	"Neutrophils, Monocytes"	Tissue	Brain	32795415	Cell	Ubiquitin Ligase COP1 Suppresses Neuroinflammation by Degrading c/EBPbeta in Microglia.	GSE145454
5101	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neurogenic cells	Mki67	Proliferating cells	Tissue	Brain	32130906	Cell Rep	Single-Cell Analysis of Foxp1-Driven Mechanisms Essential for Striatal Development.	GSE125290
5102	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neurogenic cells	"Ascl1, Dlx2"	Neural progenitors	Tissue	Brain	32130906	Cell Rep	Single-Cell Analysis of Foxp1-Driven Mechanisms Essential for Striatal Development.	GSE125290
5103	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neurogenic cells	"Sox4, Sox11"	Neurogenic and Neural differentiation	Tissue	Brain	32130906	Cell Rep	Single-Cell Analysis of Foxp1-Driven Mechanisms Essential for Striatal Development.	GSE125290
5104	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuts	"S100a9, S100a8, Camp, Ly6g"	Neuts	Organoids	Brain	32999036	J Virol	Single-Cell RNA Sequencing Reveals the Diversity of the Immunological Landscape following Central Nervous System Infection by a Murine Coronavirus	NA
5105	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	Gbx2	Newborn neuron precursors	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5106	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Nlpc	"Mxd3, Ascl1, Neurog2, Rfc4, Lockd"	Nlpc	Tissue	Brain	29335606	Nat Neurosci	Conserved properties of dentate gyrus neurogenesis across postnatal development revealed by single-cell RNA sequencing	GSE95753
5107	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Noradrenergic cells	"Tfap2b, Phox2b"	Noradrenergic cells	Cell line	Brain	31086315	Nat Neurosci	Proneural factors Ascl1 and Neurog2 contribute to neuronal subtype identities by establishing distinct chromatin landscapes.	GSE114176
5108	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Noradrenergic cells	"Hand2, Dbh"	Noradrenergic cells	Cell line	Brain	31315047	Cell Rep	Conversion of Astrocytes and Fibroblasts into Functional Noradrenergic Neurons	GSE132184
5109	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Noradrenergic cells	"Stmn3, Syn2, Dbh, Snap 25, Cyb561, Tubb3"	Noradrenergic neuronal cells	Cell line	Brain	31315047	Cell Rep	Conversion of Astrocytes and Fibroblasts into Functional Noradrenergic Neurons	GSE132184
5110	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Npcs	"Tfap2b, Ccnd2"	Npcs	Tissue	Brain	30320766	Nat Biotechnol	Single-cell isoform RNA sequencing characterizes isoforms in thousands of cerebellar cells	PRJNA428979
5111	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oec	Mybpc1	Oec	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5112	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Olfactory bulb	Deptor	Olfactory bulb	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5113	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glia cells	"Npy, Gja1"	Olfactory ensheathing glia	Tissue	Brain	31551601	NAT NEUROSCI	Single-cell transcriptomic profiling of the aging Mouse brain	GSE129788
5114	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	Mbp	Oligodendrocytes	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5115	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	Pdgfra	Oligodendrocytes	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5116	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	"Mog, Cnp, Plp1, Mbp"	Oligodendrocyte-like cells	Tissue	Brain	31539496	Cell	"Rapid Generation of Somatic Mouse Mosaics with Locus-Specific, Stably Integrated Transgenic Elements"	"GSE117154, GSE131675, GSE131672, GSE131940, GSE131873"
5117	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Opcs	"Olig2, Pdgfra"	Opcs	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5118	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Opcs	"Pdgfra, Vcan"	Opcs	Tissue	Brain	31932797	Nat Med	Human and Mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer disease.	GSE140511
5119	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Opcs	Olig1	Opcs	Tissue	Brain	32130906	Cell Rep	Single-Cell Analysis of Foxp1-Driven Mechanisms Essential for Striatal Development.	GSE125290
5120	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Opcs	Pdgfra	Opcs	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5121	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Germ cells	Prox1	Pan germ cells	Tissue	Brain	29335606	Nat Neurosci	Conserved properties of dentate gyrus neurogenesis across postnatal development revealed by single-cell RNA sequencing	GSE95753
5122	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hematopoietic cells	Ptprc	Pan hematopoietic	Tissue	Brain	32295886	Proc Natl Acad Sci U S A	Redefining the heterogeneity of peripheral nerve cells in health and autoimmunity.	GSE142541
5123	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuronal cells	"Tuj1, Stmn2, Stmn3"	Pan neuronal cells	Cell line	Brain	31315047	Cell Rep	Conversion of Astrocytes and Fibroblasts into Functional Noradrenergic Neurons	GSE132184
5124	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Schwann cells	"Erbb3, S100b, Mbp, Plp1"	MySCs	Tissue	Brain	32295886	Proc Natl Acad Sci U S A	Redefining the heterogeneity of peripheral nerve cells in health and autoimmunity.	GSE142541
5125	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Schwann cells	"Erbb3, S100b, Ngfr, p75"	NmSCs	Tissue	Brain	32295886	Proc Natl Acad Sci U S A	Redefining the heterogeneity of peripheral nerve cells in health and autoimmunity.	GSE142541
5126	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuronal cells	"Grin1, Rbfox3"	Pan-neuronal cells	Tissue	Brain	31932797	Nat Med	Human and Mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer disease.	GSE140511
5127	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Pc early	"Foxp2, Lhx5"	Pc early	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5128	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Pc late	"Calb1, Foxp2"	Pc late	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5129	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Perivascular cells	"Apoe, Cc74, Mrc1"	Perivascular mf	Tissue	Brain	32702313	Cell	Microglia Require CD4 T Cells to Complete the Fetalto-Adult Transition	GSE144038
5130	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Post-capillary venules	"Nr2f2, Flt4, Vwf"	Post-capillary venules	Tissue	Brain	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
5131	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Projection neuron	"Isl1, Ebf1"	Projection neuron	Tissue	Brain	29513653	Nature	Developmental diversification of cortical inhibitory interneurons	GSE104158
5132	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Purkinje cells	"Pcp4, Gad1, Gad2"	Purkinje cells	Tissue	Brain	30320766	Nat Biotechnol	Single-cell isoform RNA sequencing characterizes isoforms in thousands of cerebellar cells	PRJNA428979
5133	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Purkinje cells	Calb1	Purkinje cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5134	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Purkinje cells	Calb1	Purkinje cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5135	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rmtg	"Sox14, FoxP1, Sox2"	Rmtg	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5136	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Roof plate	"Ttr, Rspo3, Ezr"	Roof plate	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5137	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Roof plate	"Bmp4, Msx1, Trpm3, Mab21l2, Clic6, Fgf8, Rspo2, 4931429I11Rik, Esm1, Wnt1, Calml4, Lypd6, Car14, Rbp4, Bmp7, Ifitm2, Klhdc8b, Klk8, Fibcd1, Cbln1, Tmem108, Galnt12, Wnt9a, Sfrp1, Nrn1, Ezr, Sepp1, Mdk, Kcna5, Slit2, Igfbp7, Sostdc1, Serpinh1, Vtn, Alcam"	Roof plate	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5138	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Stem cells	"Lmx1a, Msx1, Bmp7"	Roof plate like stem cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5139	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Stem cells	"Lmx1a, Msx1, Bmp7"	Roof plate like stem cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5140	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral midbrain	Tfap2d	Rostral midbrain	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5141	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Bhlhe23, Neurog1, Neurod1"	Rostral pretectal neuronal precursor	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5142	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"ISlr2, Bhlhe23, Ntm"	Rostral pretectal nuerons	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5143	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral pretectum	"C1ql2, Bhlhe23, Irx2, Islr2, Lmo3, Ebf3"	Rostral pretectum	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5144	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral pretectum	"Tmsb4x, Igfbpl1, Ptn, Rspo1, Barhl2, Ccnd1, Cd24a, Olig3, Rspo3, 2810417H13Rik, Rrm2, Anp32b, Dut, Fabp5, Akr1b3, Macrod2, Shox2, Cdca7, Dctpp1, Pcna, Neurog2, Cenpw, Fgf15, Prim1, Fkbp4, Dnajc9, Dek, 2310009B15Rik, Mcm5, Nasp, Pdlim1, Neurog1, Rfc4, Flrt"	Rostral pretectum	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5145	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral thalamic neuronal precursor	"Tal2, Pnoc, Gata2"	Rostral thalamic neuronal precursor	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5146	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral thalamus	"Sox14, Gata3, Gata2, Tal1"	Rostral thalamus	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5147	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rostral thalamus/prethalamus	"Pdlim3, Nkx2-2, Gsx1, Gsx2, Helt, Ckb, Olig2, Nnat, Nkx2-9, Dlx2, Tubb2a, Olig1, Ptch1, Sox21, Slc25a5, Emx2, Fam181b, Lhfp, Dlk1, Itm2a, Peg10, Arl4a, Fst, Gpm6a, Acot1, Gpm6b, Ntn1, Shh, Tubb2b, Dll3, Arx, 2510009E07Rik, Kiz, Serpine2, Cdk5r1, Ascl1, Ed"	Rostral thalamus/prethalamus	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5148	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Rv2 precursor	"Lhx4, Vsx2, Skor1, Sox14"	Rv2 precursor	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5149	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	S1pyrdl	"Pcp4, Tbr1"	S1pyrdl	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5150	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Serotonergic precursors	"Gata2, Gata3"	Serotonergic precursors	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5151	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Snmacs	"CD206, Mgl2"	Snmacs	Tissue	Brain	32284604	Nat Neurosci	"Profiling peripheral nerve macrophages reveals two macrophage subsets with distinct localization, transcriptome and response to injury"	NA
5152	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spinal motor	"Vacht , Olig2"	Spinal motor	Cell line	Brain	31086315	Nat Neurosci	Proneural factors Ascl1 and Neurog2 contribute to neuronal subtype identities by establishing distinct chromatin landscapes.	GSE114176
5153	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Spinalcord	Pdella	Spinalcord	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5154	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Striatal	Gpr88	Striatal	Tissue	Brain	32637622	Sci Adv	Molecular atlas of the adult mouse brain	GSE147747
5155	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Striatum	Rarb	Striatum	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5156	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Tanycytes	"Gja1, Rax"	Tanycytes	Tissue	Brain	31551601	NAT NEUROSCI	Single-cell transcriptomic profiling of the aging Mouse brain	GSE129788
5157	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Taste cells	KRT8	Taste cells	Tissue	Brain	32259485	Cell	Defining the Design Principles of Skin Epidermis Postnatal Growth	GSE145216
5158	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thalamic	Rora	Thalamic	Tissue	Brain	32637622	Sci Adv	Molecular atlas of the adult mouse brain	GSE147747
5159	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thalamic precursors	"Olig3, Barhl2"	Thalamic precursors	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5160	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thalamus	"Syt13, Chst1, Shisa9, Cd47, Robo2, Prokr2, Id4, Elmo1, Wif1, Ntng1, Pou2f2, Tmem132a, Kitl, Rora, Hs6st2, Pdzm3, Crabp2, Dmrtb1, Slc18a2, Enpp2"	Thalamus	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5161	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thalamus	Fign	Thalamus	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5162	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Tight junction	Cldn5	Tight junction	Tissue	Brain	32209470	Cell Rep	Chronic Peripheral Inflammation Causes a Region-Specific Myeloid Response in the Central Nervous System.	GSE145708
5163	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unipolar brush cells (ubc)	Eomes	Unipolar brush cells (ubc)	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5164	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unipolar brush cells (ubc)	Eomes	Unipolar brush cells (ubc)	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5165	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unipolar brush cells (ubc)	"Pax6, Eomes"	Unipolar brush cells (ubc)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5166	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unipolar brush cells of the dorsal cochlear nucleus	"Eomes, Lmx1a, Calb2"	Unipolar brush cells of the dorsal cochlear nucleus	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5167	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Unipolar brush cells_granule neuron intermediate cells (ubc/gn int)	Pax6	Unipolar brush cells_granule neuron intermediate cells (ubc/gn int)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5168	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Upper rhombic lip early (url early)	"Wnt1, Lmx1a"	Upper rhombic lip early (url early)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5169	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Upper rhombic lip late (url late)	"Wnt1, Otx2, Pax6, Sla1a3"	Upper rhombic lip late (url late)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5170	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Vascular leptomeningeal cells	"Il33, Ptgds"	Vascular leptomeningeal cells	Tissue	Brain	30096314	Cell	Molecular Architecture of the Mouse Nervous System	NA
5171	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Vascular leptomeningeal cells	"Lum, Pdgfra"	Vascular leptomeningeal cells	Cell line	Brain	31447324	Cell Metab	Glucose-Dependent Insulinotropic Polypeptide Receptor-Expressing Cells in the Hypothalamus Regulate Food Intake	NA
